"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_5c_Betweeness_Stream.cypher"
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder",38.5,3,13,""
"org.axonframework.commandhandling.FailingDuplicateCommandHandlerResolver",38.28333333333333,1,4,""
"org.axonframework.eventhandling.async.EventProcessorTask",38,4,3,""
"org.axonframework.deadline.quartz.QuartzDeadlineManager",37.516666666666666,1,17,""
"org.axonframework.messaging.ScopeAwareProvider",37.36666666666667,13,2,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",37.1,12,1,""
"org.axonframework.commandhandling.CommandHandler",37,2,2,""
"org.axonframework.common.jdbc.JdbcUtils",37,7,3,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",37,2,4,""
"org.axonframework.monitoring.MessageMonitor",37,34,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$WorkerLauncher",36.9,2,15,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",36,5,3,""
"org.axonframework.common.property.MethodAccessedProperty",36,1,3,""
"org.axonframework.eventhandling.tokenstore.inmemory.InMemoryTokenStore",36,1,9,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",35,9,2,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper$1",35,2,1,""
"org.axonframework.modelling.command.ConcurrencyException",34.66666666666667,4,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DefaultDeadLetterStatementFactory",34.666666666666664,2,16,""
"org.axonframework.eventhandling.EventTrackerStatus",34.583333333333336,8,2,""
"org.axonframework.eventhandling.EventHandler",34.5,3,2,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy",34.33333333333333,2,9,""
"org.axonframework.serialization.xml.Dom4JToByteArrayConverter",34.25,1,2,""
"org.axonframework.modelling.command.inspection.CreationPolicyMember",34,2,2,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository",34,1,7,""
"org.axonframework.queryhandling.QuerySubscription",34,6,3,""
"org.axonframework.serialization.CannotConvertBetweenTypesException",34,7,1,""
"org.axonframework.test.saga.WhenState",34,3,2,""
"org.axonframework.common.caching.WeakReferenceCache",33,2,6,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",33,3,7,""
"org.axonframework.modelling.command.CommandHandlerInterceptor",33,1,2,""
"org.axonframework.tracing.LoggingSpanFactory$1",33,3,1,""
"org.axonframework.modelling.saga.repository.jpa.JpaSagaStore",32.5,2,13,""
"org.axonframework.deadline.SimpleDeadlineManager$Builder",32,2,9,""
"org.axonframework.deadline.annotation.DeadlineHandler",32,1,2,""
"org.axonframework.eventhandling.scheduling.EventScheduler",32,6,1,""
"org.axonframework.messaging.deadletter.ThrowableCause",32,7,2,""
"org.axonframework.modelling.command.inspection.ForwardingCommandMessageHandlingMember",32,2,2,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",32,4,5,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolution",32,1,4,""
"org.axonframework.test.aggregate.AggregateTestFixture$InMemoryRepository",32,1,15,""
"org.axonframework.queryhandling.GenericQueryResponseMessage",31.666666666666664,3,6,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy$Builder",31.5,2,8,""
"org.axonframework.eventhandling.LoggingErrorHandler",31.333333333333336,4,3,""
"org.axonframework.eventhandling.EventProcessingStrategy",31.25,4,1,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",31,4,1,""
"org.axonframework.common.ProcessUtils",31,3,1,""
"org.axonframework.eventhandling.AbstractEventEntry",31,2,9,""
"org.axonframework.eventhandling.EventData",30.766666666666666,6,1,""
"org.axonframework.common.property.AbstractMethodPropertyAccessStrategy",30,2,3,""
"org.axonframework.eventhandling.TrackerStatus",29.5,12,6,""
"org.axonframework.modelling.saga.SimpleResourceInjector",29,2,1,""
"org.axonframework.eventsourcing.eventstore.jpa.SnapshotEventEntry",28.33333333333333,2,3,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter",28,10,1,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerSubscriptionException",28,1,3,""
"org.axonframework.commandhandling.gateway.RetryScheduler",27.95,9,1,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter",27.166666666666668,4,7,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition",27,1,5,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",27,5,3,""
"org.axonframework.config.LifecycleOperations",27,3,1,""
"org.axonframework.modelling.command.TargetAggregateIdentifier",27,2,1,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",27,5,1,""
"org.axonframework.eventhandling.EventHandlerInvoker",26.833333333333336,12,2,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",26.5,4,8,""
"org.axonframework.modelling.command.AggregateNotFoundException",26.000000000000004,11,1,""
"org.axonframework.eventhandling.async.AsynchronousEventProcessingStrategy$1",26,2,1,""
"org.axonframework.eventhandling.scheduling.quartz.FireEventJob",26,1,8,""
"org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler",26,1,16,""
"org.axonframework.modelling.saga.repository.NoResourceInjector",26,2,1,""
"org.axonframework.queryhandling.registration.FailingDuplicateQueryHandlerResolver",26,1,3,""
"org.axonframework.serialization.upcasting.event.SingleEventUpcaster",26,1,3,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",25.5,4,2,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition",25,1,5,""
"org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory",25,2,2,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition",25,1,5,""
"org.axonframework.commandhandling.distributed.AbstractRoutingStrategy",24.5,2,4,""
"org.axonframework.eventhandling.pooled.WorkPackage$1",24.5,2,1,""
"org.axonframework.messaging.deadletter.NoSuchDeadLetterException",24.5,5,1,""
"org.axonframework.modelling.saga.AssociationResolver",24.5,5,2,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",24.5,3,4,""
"org.axonframework.messaging.annotation.MessageInterceptingMember",23.333333333333336,4,1,""
"org.axonframework.eventhandling.GenericDomainEventEntry",23,3,1,""
"org.axonframework.modelling.saga.SagaLifecycle",23,2,6,""
"org.axonframework.queryhandling.QueryHandler",22.5,2,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$MergeSegmentInstruction",22.316666666666663,1,7,""
"org.axonframework.modelling.command.Aggregate",22.166666666666664,22,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",22,1,5,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy",22,2,4,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition",22,1,5,""
"org.axonframework.eventhandling.TrackedEventData",21.961904761904762,8,2,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",21.75,2,4,""
"org.axonframework.serialization.xml.InputStreamToDom4jConverter",21.75,1,2,""
"org.axonframework.serialization.xml.InputStreamToXomConverter",21.75,1,2,""
"org.axonframework.commandhandling.callbacks.LoggingCallback",21.73333333333333,3,3,""
"org.axonframework.eventhandling.Segment",21.083333333333332,30,1,""
"org.axonframework.deadline.quartz.DeadlineJob",21,1,19,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema",21,9,1,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory",21,2,5,""
"org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger",21,1,3,""
"org.axonframework.eventsourcing.EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger",21,1,2,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",20.666666666666668,19,1,""
"org.axonframework.modelling.command.inspection.ChildEntity",20.333333333333332,4,2,""
"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry",20,1,5,""
"org.axonframework.modelling.command.LockAwareAggregate",20,2,4,""
"org.axonframework.modelling.saga.EndSagaMessageHandlerDefinition$EndSageMessageHandlingMember",20,1,4,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",20,3,3,""
"org.axonframework.test.aggregate.ResultValidator",20,3,3,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",19.916666666666664,5,3,""
"org.axonframework.config.DefaultConfigurer$ConfigurationImpl",19.666666666666664,1,13,""
"org.axonframework.eventhandling.gateway.AbstractEventGateway$Builder",19.5,3,4,""
"org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter",19.5,2,5,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",19.5,8,5,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory",19.333333333333332,1,5,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterJdbcConverter",19.166666666666668,3,2,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",19,4,7,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",19,1,4,""
"org.axonframework.messaging.deadletter.DeadLetterParameterResolverFactory$DeadLetterParameterResolver",19,1,5,""
"org.axonframework.eventhandling.TrackedDomainEventData",18.916666666666664,3,4,""
"org.axonframework.commandhandling.AsynchronousCommandBus",18.5,1,6,""
"org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore",18.5,1,22,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",18.483333333333334,3,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$SplitSegmentInstruction",18.316666666666663,1,5,""
"org.axonframework.commandhandling.callbacks.NoOpCallback",18.23333333333333,2,3,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",18.166666666666668,2,15,""
"org.axonframework.commandhandling.gateway.AxonNonTransientExceptionClassesPredicate",18,1,2,""
"org.axonframework.common.digest.Digester",18,2,1,""
"org.axonframework.common.property.PropertyAccessException",18,2,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema$Builder",18,1,2,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",18,1,18,""
"org.axonframework.eventhandling.tokenstore.legacyjpa.JpaTokenStore",18,1,17,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory",18,1,5,""
"org.axonframework.messaging.deadletter.EnqueueDecision",18,13,2,""
"org.axonframework.test.saga.ContinuedGivenState",18,4,2,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember",17.599999999999998,1,8,""
"org.axonframework.eventhandling.TrackingEventStream",17.333333333333332,5,2,""
"org.axonframework.deadline.jobrunr.LabelUtils",17.083333333333332,2,4,""
"org.axonframework.eventhandling.replay.ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember",17,1,4,""
"org.axonframework.common.jdbc.PagingJdbcIterable$PagingIterator",16.5,1,6,""
"org.axonframework.serialization.json.JacksonSerializer",16.166666666666664,1,18,""
"org.axonframework.common.jdbc.JdbcException",16,4,1,""
"org.axonframework.eventhandling.RemovedTrackerStatus",16,2,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.AbstractEventTableFactory",16,4,2,""
"org.axonframework.modelling.command.AggregateMember",16,2,2,""
"org.axonframework.serialization.JavaSerializer",16,1,12,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster",16,1,6,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",15.583333333333332,4,4,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",15.333333333333334,1,5,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.AppendSnapshotStatementBuilder",15.275641025641026,2,4,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",15.166666666666668,2,1,""
"org.axonframework.common.lock.PessimisticLockFactory$1",15,3,1,""
"org.axonframework.eventsourcing.AggregateCacheEntry",15,2,7,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory",15,2,1,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel",15,1,7,""
"org.axonframework.test.matchers.IgnoreField",15,2,2,""
"org.axonframework.util.HandlerTypeResolver",15,1,5,""
"org.axonframework.eventhandling.async.SequentialPerAggregatePolicy",14.916666666666666,2,3,""
"org.axonframework.modelling.command.inspection.AggregateMetaModelFactory",14.833333333333334,2,1,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector$1",14.5,2,1,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember",14.399999999999999,1,7,""
"org.axonframework.eventsourcing.eventstore.jpa.DomainEventEntry",14.333333333333332,2,3,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WrapNonDeclaredCheckedExceptions",14,1,3,""
"org.axonframework.eventhandling.ResetNotSupportedException",14,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",14,2,17,""
"org.axonframework.messaging.ExecutionException",14,6,1,""
"org.axonframework.serialization.ChainedConverter$1",14,3,1,""
"org.axonframework.test.matchers.MapEntryMatcher",14,1,2,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",13.5,7,2,""
"org.axonframework.queryhandling.annotation.MethodQueryMessageHandlerDefinition$MethodQueryMessageHandlingMember",13.5,1,8,""
"org.axonframework.tracing.TracingHandlerEnhancerDefinition",13.5,2,6,""
"org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",13.111904761904764,1,2,""
"org.axonframework.commandhandling.gateway.ExponentialBackOffIntervalRetryScheduler",13,1,4,""
"org.axonframework.commandhandling.gateway.IntervalRetryScheduler",13,1,4,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",13,3,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteredEventProcessingTask",13,1,13,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",13,3,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",13,7,2,""
"org.axonframework.messaging.annotation.AnnotatedMessageHandlingMember",13,1,10,""
"org.axonframework.queryhandling.QueryResponseMessage",13,6,2,""
"org.axonframework.test.eventscheduler.ScheduledItem",13,3,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterStatementFactory",12.666666666666666,3,4,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.AppendEventsStatementBuilder",12.275641025641026,2,4,""
"org.axonframework.commandhandling.CommandMessageHandlingMember",12,8,1,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",12,3,2,""
"org.axonframework.common.jdbc.PagingJdbcIterable",12,2,4,""
"org.axonframework.common.lock.NullLockFactory",12,3,3,""
"org.axonframework.eventhandling.ErrorContext",12,3,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenTableFactory",12,3,1,""
"org.axonframework.monitoring.MultiMessageMonitor",12,1,5,""
"org.axonframework.serialization.SerializedMetaData",12,3,4,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterJpaConverter",11.666666666666666,3,3,""
"org.axonframework.eventhandling.deadletter.legacyjpa.DeadLetterJpaConverter",11.666666666666666,3,3,""
"org.axonframework.eventhandling.deadletter.jdbc.DefaultDeadLetterStatementFactory$Builder",11.5,2,5,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",11,2,3,""
"org.axonframework.common.caching.EhCache3Adapter",11,1,5,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",11,2,2,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",11,2,10,""
"org.axonframework.config.EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter",10.5,1,3,""
"org.axonframework.deadline.quartz.DeadlineJob$DeadlineJobDataBinder",10.5,2,8,""
"org.axonframework.eventhandling.scheduling.java.SimpleEventScheduler$Builder",10.5,1,6,""
"org.axonframework.modelling.command.ConflictingModificationException",10.5,1,1,""
"org.axonframework.modelling.command.ForwardToAll",10.5,1,2,""
"org.axonframework.modelling.command.IdentifierMissingException",10.5,2,1,""
"org.axonframework.queryhandling.annotation.AnnotationQueryHandlerAdapter",10.5,1,15,""
"org.axonframework.test.matchers.MatcherExecutionException",10.5,2,1,""
"org.axonframework.queryhandling.QueryExecutionException",10.333333333333334,2,1,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",10.333333333333332,3,8,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition$MethodCommandMessageHandlingMember",10,1,7,""
"org.axonframework.common.caching.AbstractCacheAdapter",10,3,3,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",10,2,3,""
"org.axonframework.eventhandling.pooled.MergeTask",10,1,7,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory$ReplayParameterResolver",10,1,6,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSqlSchema",10,3,2,""
"org.axonframework.test.FixtureExecutionException",10,7,1,""
"org.axonframework.test.matchers.ExactClassMatcher",10,1,1,""
"org.axonframework.tracing.LoggingSpanFactory$Slf4jSpan",10,2,6,""
"org.axonframework.commandhandling.CommandMessageHandler",9.5,2,2,""
"org.axonframework.eventhandling.deadletter.jdbc.DefaultDeadLetterJdbcConverter$Builder",9.5,2,5,""
"org.axonframework.messaging.deadletter.InMemorySequencedDeadLetterQueue",9.5,1,10,""
"org.axonframework.modelling.saga.repository.legacyjpa.JpaSagaStore",9.5,1,13,""
"org.axonframework.test.utils.CallbackBehavior",9.428571428571429,4,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",9.333333333333332,3,7,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",9,3,9,""
"org.axonframework.messaging.deadletter.Ignore",9,1,2,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",9,7,3,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",8.833333333333334,4,1,""
"org.axonframework.modelling.command.AggregateInvocationException",8.5,2,1,""
"org.axonframework.tracing.NestingSpanFactory",8.5,1,6,""
"org.axonframework.commandhandling.distributed.CommandDispatchException",8,2,1,""
"org.axonframework.commandhandling.distributed.DistributedCommandBus$Builder",8,1,11,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterTableFactory",8,2,1,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException",8,9,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Cleaner",8,1,4,""
"org.axonframework.messaging.IllegalPayloadAccessException",8,3,1,""
"org.axonframework.modelling.saga.repository.AssociationValueMap",8,1,4,""
"org.axonframework.modelling.saga.repository.SagaCreationException",8,1,1,""
"org.axonframework.serialization.ChainedConverter$RouteCalculator",8,1,3,""
"org.axonframework.commandhandling.DuplicateCommandHandlerSubscriptionException",7.783333333333333,1,3,""
"org.axonframework.eventhandling.tokenstore.AbstractTokenEntry",7.666666666666666,3,7,""
"org.axonframework.lifecycle.ShutdownHandler",7.5,1,1,""
"org.axonframework.lifecycle.StartHandler",7.5,1,1,""
"org.axonframework.serialization.xml.XomToStringConverter",7.25,1,1,""
"org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory",7.166666666666666,2,5,""
"org.axonframework.common.jpa.PagingJpaQueryIterable",7,2,2,""
"org.axonframework.common.legacyjpa.PagingJpaQueryIterable",7,2,2,""
"org.axonframework.deadline.dbscheduler.DbSchedulerDeadlineManager$Builder",7,1,9,""
"org.axonframework.eventhandling.scheduling.SchedulingException",7,3,1,""
"org.axonframework.modelling.saga.AssociationValues",7,12,1,""
"org.axonframework.modelling.saga.repository.jdbc.JdbcSagaStore",7,1,14,""
"org.axonframework.tracing.Span",7,28,1,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",6.75,4,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",6,2,1,""
"org.axonframework.common.caching.EhCache3Adapter$1",6,2,1,""
"org.axonframework.deadline.jobrunr.JobRunrDeadlineManager$Builder",6,1,9,""
"org.axonframework.eventhandling.AbstractSequencedDomainEventEntry",6,1,4,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver",6,1,6,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",6,4,7,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",6,2,10,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Builder",6,1,10,""
"org.axonframework.messaging.annotation.UnsupportedHandlerException",6,2,1,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor",6,3,2,""
"org.axonframework.messaging.interceptors.ResultHandler",6,3,1,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$1",6,2,1,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$1",6,3,1,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSchema",6,5,1,""
"org.axonframework.modelling.saga.repository.jpa.SerializedSaga",6,2,1,""
"org.axonframework.queryhandling.FluxSinkWrapper",6,1,1,""
"org.axonframework.queryhandling.SinksManyWrapper",6,1,1,""
"org.axonframework.test.saga.SagaTestFixture$AggregateEventPublisherImpl",6,1,8,""
"org.axonframework.tracing.TracingHandlerEnhancerDefinition$1",6,1,6,""
"org.axonframework.commandhandling.distributed.CommandRouter",5.833333333333333,2,3,""
"org.axonframework.modelling.command.VersionedAggregateIdentifier",5.833333333333333,7,1,""
"org.axonframework.commandhandling.distributed.CommandBusConnector",5.5,2,7,""
"org.axonframework.eventhandling.EventProcessingException",5.5,2,1,""
"org.axonframework.test.saga.EventValidator",5.5,1,8,""
"org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter",5.333333333333333,2,4,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",5.333333333333333,4,5,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition$1",5,2,1,""
"org.axonframework.common.ProcessRetriesExhaustedException",5,1,1,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory",5,1,2,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition$1",5,2,1,""
"org.axonframework.eventhandling.replay.ReplayContextParameterResolverFactory$ReplayContextParameterResolver",5,1,5,""
"org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerEventScheduler$Builder",5,1,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Cleaner",5,1,4,""
"org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter$Builder",5,2,2,""
"org.axonframework.modelling.command.CreationPolicy",5,1,2,""
"org.axonframework.modelling.saga.PayloadAssociationResolver",5,1,6,""
"org.axonframework.modelling.saga.repository.CachingSagaStore$Builder",5,1,5,""
"org.axonframework.queryhandling.GenericSubscriptionQueryMessage",5,1,5,""
"org.axonframework.test.eventscheduler.EventSchedulerValidator",5,1,4,""
"org.axonframework.tracing.NestingSpanFactory$Builder",5,1,3,""
"org.axonframework.config.ConfigurationParameterResolverFactory",4.666666666666666,1,5,""
"org.axonframework.messaging.annotation.MessageHandlerInvocationException",4.333333333333334,2,1,""
"org.axonframework.commandhandling.distributed.MetaDataRoutingStrategy",4,1,5,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler",4,2,3,""
"org.axonframework.common.caching.NoCache",4,1,3,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnectionImpl",4,1,3,""
"org.axonframework.common.property.DirectlyAccessedProperty",4,1,2,""
"org.axonframework.config.ConfigurationResourceInjector",4,1,2,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition$DeadlineMethodMessageHandlingMember",4,1,6,""
"org.axonframework.eventhandling.scheduling.jobrunr.JobRunrEventScheduler$Builder",4,1,7,""
"org.axonframework.eventhandling.tokenstore.jdbc.GenericTokenTableFactory",4,1,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore$Builder",4,1,6,""
"org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore$Builder",4,2,5,""
"org.axonframework.eventhandling.tokenstore.legacyjpa.JpaTokenStore$Builder",4,1,5,""
"org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine$Builder",4,1,29,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine$Builder",4,2,13,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver",4,1,4,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.SQLErrorCodesResolver",4,1,4,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",4,2,1,""
"org.axonframework.lifecycle.ShutdownInProgressException",4,1,1,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory$ScopeDescriptorParameterResolver",4,1,6,""
"org.axonframework.modelling.command.AggregateEntityNotFoundException",4,2,1,""
"org.axonframework.modelling.command.AggregateStreamCreationException",4,1,1,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$1",4,2,1,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$MethodCreationPolicyHandlingMember",4,1,5,""
"org.axonframework.modelling.saga.SagaExecutionException",4,2,1,""
"org.axonframework.queryhandling.SimpleQueryBus$MonitorCallbackContextWriter",4,1,5,""
"org.axonframework.serialization.JavaSerializer$Builder",4,1,5,""
"org.axonframework.serialization.json.JacksonSerializer$Builder",4,1,7,""
"org.axonframework.test.matchers.ExactSequenceMatcher",4,1,1,""
"org.axonframework.test.matchers.ListWithAllOfMatcher",4,1,1,""
"org.axonframework.test.matchers.ListWithAnyOfMatcher",4,1,1,""
"org.axonframework.test.matchers.SequenceMatcher",4,1,1,""
"org.axonframework.test.saga.SagaTestFixture$ReturnResultFromStub",4,2,1,""
"org.axonframework.test.utils.DefaultCallbackBehavior",3.857142857142857,1,2,""
"org.axonframework.test.matchers.AllFieldsFilter",3.5,3,1,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",3.5,4,1,""
"org.axonframework.eventhandling.WrappedTrackerStatus",3.3333333333333335,2,3,""
"org.axonframework.commandhandling.CommandExecutionException",3,3,1,""
"org.axonframework.commandhandling.gateway.ExponentialBackOffIntervalRetryScheduler$Builder",3,1,3,""
"org.axonframework.commandhandling.gateway.IntervalRetryScheduler$Builder",3,1,3,""
"org.axonframework.common.AxonThreadFactory",3,7,1,""
"org.axonframework.common.jpa.PagingJpaQueryIterable$PagingIterator",3,1,2,""
"org.axonframework.common.legacyjpa.PagingJpaQueryIterable$PagingIterator",3,1,2,""
"org.axonframework.common.lock.LockFactory",3,11,1,""
"org.axonframework.common.property.PropertyAccessStrategy",3,6,1,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",3,2,16,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",3,2,12,""
"org.axonframework.eventsourcing.AggregateDeletedException",3,2,1,""
"org.axonframework.eventsourcing.SnapshotTriggerDefinition",3,11,1,""
"org.axonframework.lifecycle.ShutdownLatch",3,1,2,""
"org.axonframework.messaging.annotation.AnnotatedHandlerAttributes",3,1,4,""
"org.axonframework.messaging.deadletter.InMemorySequencedDeadLetterQueue$Builder",3,1,3,""
"org.axonframework.modelling.saga.SagaInstantiationException",3,1,1,""
"org.axonframework.queryhandling.DefaultQueryGateway$Builder",3,2,6,""
"org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver",3,1,3,""
"org.axonframework.eventhandling.tokenstore.UnableToInitializeTokenException",2.75,5,1,""
"org.axonframework.serialization.upcasting.event.UpcastedEventRepresentation",2.6666666666666665,1,8,""
"org.axonframework.commandhandling.distributed.commandfilter.DenyAll",2.5,2,3,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventConsumer",2.5,3,7,""
