"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Effective_lines_of_method_code_per_type.cypher"
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$NullOnInterrupted",7,4,"invoke",2,"invoke",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$TypeSafeCallbackWrapper",7,4,"<init>",3,"onResult",""
"axon-messaging-4.7.5","org.axonframework.common.caching","Cache$EntryListenerAdapter",7,1,"onEntryRemoved",1,"onEntryRemoved",""
"axon-messaging-4.7.5","org.axonframework.common.property","DirectPropertyAccessStrategy",7,5,"propertyFor",3,"propertyFor",""
"axon-messaging-4.7.5","org.axonframework.common.stream","StreamUtils$1",7,6,"tryAdvance",2,"tryAdvance",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","EventHandlerInvoker",7,4,"performReset",3,"performReset",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","DirectEventProcessingStrategy",7,2,"handle",1,"handle",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","EventMessageHandler",7,4,"prepareReset",3,"prepareReset",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","SequentialPerAggregatePolicy",7,3,"getSequenceIdentifierFor",2,"getSequenceIdentifierFor",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling","EventScheduler",7,3,"reschedule",2,"reschedule",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","MessageHandlerInterceptorDefinition",7,6,"wrapHandler",3,"wrapHandler",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","ResultParameterResolverFactory$ExceptionResultParameterResolver",7,3,"<init>",3,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","ScopeDescriptorParameterResolverFactory$ScopeDescriptorParameterResolver",7,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","DeadLetterParameterResolverFactory$DeadLetterParameterResolver",7,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors","CorrelationDataInterceptor",7,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.monitoring","NoOpMessageMonitor",7,2,"<clinit>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryMessage",7,5,"queryName",3,"queryName",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","MonoSinkWrapper",7,3,"<init>",1,"error",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","LoggingQueryInvocationErrorHandler",7,4,"<init>",1,"onError",""
"axon-messaging-4.7.5","org.axonframework.queryhandling.registration","DuplicateQueryHandlerResolution",7,2,"lambda$silentlyAdd$0",1,"rejectDuplicates",""
"axon-messaging-4.7.5","org.axonframework.queryhandling.registration","DuplicateQueryHandlerSubscriptionException",7,5,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization","UnknownSerializedType",7,4,"<init>",1,"supportsFormat",""
"axon-messaging-4.7.5","org.axonframework.serialization","MavenArtifactRevisionResolver",7,4,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization.converters","BlobToInputStreamConverter",7,3,"convert",3,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","ContextAwareSingleEntryUpcaster",7,4,"lambda$upcast$0",2,"lambda$upcast$0",""
"axon-messaging-4.7.5","org.axonframework.serialization.xml","InputStreamToXomConverter",7,3,"convert",4,"convert",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","AggregateStateCorruptedException",7,3,"<init>",1,"<init>",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","FirstLevelCache$WeakValue",7,4,"<init>",1,"<init>",""
"axon-test-4.7.5","org.axonframework.test.matchers","EqualsMatcher",7,3,"<init>",1,"describeTo",""
"axon-test-4.7.5","org.axonframework.test.matchers","EmptyCollectionMatcher",7,3,"<init>",3,"matches",""
"axon-test-4.7.5","org.axonframework.test.saga","SagaTestFixture$StubAwareCommandGatewayFactory",7,3,"<init>",1,"wrapToReturnWithFixedTimeout",""
"axon-test-4.7.5","org.axonframework.test.saga","SagaTestFixture$WrappingResourceInjector",7,4,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EventStore",6,3,"readEvents",2,"lambda$readEvents$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","NoArgumentConstructorCreationPolicyAggregateFactory",6,3,"create",3,"create",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","ApplyMore",6,3,"andThenIf",2,"andThenIf",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","MethodCommandHandlerInterceptorDefinition$MethodCommandHandlerInterceptorHandlingMember",6,3,"<init>",3,"canHandle",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository","NoResourceInjector",6,2,"<clinit>",1,"<clinit>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.inmemory","InMemorySagaStore$ManagedSaga",6,4,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc","JdbcSagaStore$EntryImpl",6,4,"<init>",1,"saga",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa","JpaSagaStore$EntryImpl",6,4,"<init>",1,"saga",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa","JpaSagaStore$EntryImpl",6,4,"<init>",1,"<init>",""
"axon-configuration-4.7.5","org.axonframework.config","TagsConfiguration",6,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","CommandExecutionException",6,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","DuplicateCommandHandlerResolution",6,2,"<init>",1,"rejectDuplicates",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","DuplicateCommandHandlerSubscriptionException",6,4,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$NullOnTimeout",6,3,"invoke",2,"invoke",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$CompositeCallback",6,3,"<init>",1,"lambda$onResult$0",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","ExponentialBackOffIntervalRetryScheduler",6,3,"<init>",1,"computeRetryInterval",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$FireAndForget",6,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","AxonException",6,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","StringUtils",6,2,"<init>",3,"nonEmptyOrNull",""
"axon-messaging-4.7.5","org.axonframework.common","AxonNonTransientException",6,2,"<init>",4,"isCauseOf",""
"axon-messaging-4.7.5","org.axonframework.common.jpa","SimpleEntityManagerProvider",6,4,"<init>",1,"lambda$new$0",""
"axon-messaging-4.7.5","org.axonframework.common.legacyjpa","SimpleEntityManagerProvider",6,4,"<init>",1,"getEntityManager",""
"axon-messaging-4.7.5","org.axonframework.common.lock","NullLockFactory",6,2,"<clinit>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.stream","BlockingStream",6,3,"hasNextAvailable",2,"hasNextAvailable",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver",6,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver",6,1,"resolveParameterValue",1,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TimestampParameterResolverFactory$TimestampParameterResolver",6,3,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","AsynchronousEventProcessingStrategy$NoActionCallback",6,2,"<clinit>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","EventProcessorTask$ProcessingTask",6,4,"<init>",1,"access$100",""
"axon-messaging-4.7.5","org.axonframework.lifecycle","LifecycleHandlerInvocationException",6,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging","RemoteHandlingException",6,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","SourceIdParameterResolverFactory$SourceIdParameterResolver",6,3,"resolveParameterValue",3,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","PayloadParameterResolver",6,3,"<init>",3,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","AnnotatedMessageHandlingMemberDefinition",6,3,"lambda$createHandler$0",1,"lambda$createHandler$0",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","DefaultParameterResolverFactory$MetaDataParameterResolver",6,2,"<init>",1,"access$000",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","SequencedDeadLetterQueue",6,4,"enqueueIfPresent",2,"enqueueIfPresent",""
"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes","ResponseTypes",6,2,"<init>",1,"publisherOf",""
"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes","ResponseType",6,3,"matchRank",2,"matchRank",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","NoHandlerForQueryException",6,4,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryExecutionException",6,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.queryhandling.registration","FailingDuplicateQueryHandlerResolver",6,2,"resolve",2,"resolve",""
"axon-messaging-4.7.5","org.axonframework.serialization.converters","ByteArrayToStringConverter",6,1,"expectedSourceType",1,"expectedSourceType",""
"axon-messaging-4.7.5","org.axonframework.serialization.converters","StringToByteArrayConverter",6,1,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization.json","MetaDataDeserializer",6,3,"deserialize",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","ContextAwareSingleEntryMultiUpcaster",6,3,"lambda$upcast$0",2,"lambda$upcast$0",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","SingleEntryUpcaster",6,4,"lambda$upcast$0",2,"lambda$upcast$0",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event","NoOpEventUpcaster",6,2,"<clinit>",1,"upcast",""
"axon-messaging-4.7.5","org.axonframework.tracing","NoOpSpanFactory$NoOpSpan",6,1,"end",1,"end",""
"axon-test-4.7.5","org.axonframework.test.aggregate","StubAggregateLifecycleRule$1",6,5,"evaluate",1,"evaluate",""
"axon-test-4.7.5","org.axonframework.test.matchers","PredicateMatcher",6,3,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","AggregateDeletedException",5,3,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc","PostgresEventTableFactory",5,2,"<init>",1,"idColumnType",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc","HsqlEventTableFactory",5,2,"<init>",1,"idColumnType",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","MethodCreationPolicyDefinition$MethodCreationPolicyHandlingMember",5,3,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","MethodCommandHandlerInterceptorDefinition",5,3,"wrapHandler",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","MethodCreationPolicyDefinition",5,3,"wrapHandler",1,"lambda$wrapHandler$0",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","EndSagaMessageHandlerDefinition$EndSageMessageHandlingMember",5,3,"handle",1,"handle",""
"axon-configuration-4.7.5","org.axonframework.config","ConfigurationParameterResolverFactory",5,3,"<init>",2,"createInstance",""
"axon-configuration-4.7.5","org.axonframework.config","ModuleConfiguration",5,1,"unwrap",1,"unwrap",""
"axon-configuration-4.7.5","org.axonframework.config","Configuration$1",5,2,"onStart",1,"onStart",""
"axon-configuration-4.7.5","org.axonframework.config","LifecycleHandlerInspector$1",5,2,"onStart",1,"onStart",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","FailingDuplicateCommandHandlerResolver",5,2,"<init>",2,"resolve",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","MethodCommandHandlerDefinition",5,3,"wrapHandler",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","NoHandlerForCommandException",5,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","IntervalRetryScheduler",5,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGatewayFactory$WaitForResult",5,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","MemberAccessibilityCallback",5,3,"<init>",1,"run",""
"axon-messaging-4.7.5","org.axonframework.common.caching","WeakReferenceCache$Entry",5,4,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.lock","NoOpLock",5,2,"<init>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.deadline.annotation","DeadlineMethodMessageHandlerDefinition",5,3,"wrapHandler",1,"wrapHandler",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","StreamingEventProcessor",5,2,"resetTokens",3,"lambda$isReplaying$0",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TrackingTokenParameterResolverFactory",5,3,"createInstance",2,"createInstance",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","PropertySequencingPolicy$Builder$ExceptionRaisingSequencingPolicy",5,1,"instance",2,"getSequenceIdentifierFor",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa","JpaSequencedDeadLetterQueue$1",5,2,"next",1,"next",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.legacyjpa","JpaSequencedDeadLetterQueue$1",5,2,"next",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway","DefaultEventGateway",5,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled","Coordinator$NoToken",5,1,"<clinit>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayContextParameterResolverFactory$ReplayContextParameterResolver",5,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember",5,3,"handle",2,"handle",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayContextParameterResolverFactory",5,4,"createInstance",2,"createInstance",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","FixedValueParameterResolver",5,3,"<init>",1,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","DefaultParameterResolverFactory$MessageParameterResolver",5,3,"<init>",1,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryBus$1",5,1,"lambda$initialResult$0",1,"lambda$initialResult$0",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SubscriptionQueryBackpressure",5,3,"<init>",1,"getOverflowStrategy",""
"axon-messaging-4.7.5","org.axonframework.queryhandling.annotation","MethodQueryMessageHandlerDefinition",5,3,"wrapHandler",1,"wrapHandler",""
"axon-messaging-4.7.5","org.axonframework.serialization","Converter",5,4,"convert",2,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.converters","ByteArrayToInputStreamConverter",5,1,"convert",1,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.json","ObjectNodeToJsonNodeConverter",5,1,"convert",1,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","SingleEntryMultiUpcaster",5,3,"lambda$upcast$0",2,"lambda$upcast$0",""
"axon-messaging-4.7.5","org.axonframework.serialization.xml","XomToStringConverter",5,1,"convert",1,"convert",""
"axon-messaging-4.7.5","org.axonframework.serialization.xml","Dom4JToByteArrayConverter",5,1,"convert",1,"convert",""
"axon-messaging-4.7.5","org.axonframework.tracing","TracingHandlerEnhancerDefinition$1",5,2,"handle",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.tracing","LoggingSpanFactory$Slf4jSpan$Slf4jSpanScope",5,3,"close",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.tracing.attributes","AggregateIdentifierSpanAttributesProvider",5,4,"provideForMessage",2,"provideForMessage",""
"axon-messaging-4.7.5","org.axonframework.tracing.attributes","MetadataSpanAttributesProvider",5,3,"provideForMessage",1,"<init>",""
"axon-test-4.7.5","org.axonframework.test","FixtureResourceParameterResolverFactory$FailingParameterResolver",5,3,"<init>",2,"resolveParameterValue",""
"axon-test-4.7.5","org.axonframework.test.aggregate","StubAggregateLifecycleExtension",5,2,"afterEach",1,"afterEach",""
"axon-test-4.7.5","org.axonframework.test.aggregate","StubAggregateLifecycle$1",5,2,"andThenApply",1,"andThenApply",""
"axon-test-4.7.5","org.axonframework.test.matchers","NonTransientFieldsFilter",5,2,"<init>",2,"accept",""
"axon-test-4.7.5","org.axonframework.test.matchers","NonStaticFieldsFilter",5,2,"<init>",2,"accept",""
"axon-test-4.7.5","org.axonframework.test.matchers","AllFieldsFilter",5,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","IncompatibleAggregateException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","NoSnapshotTriggerDefinition$NoSnapshotTrigger",4,1,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","EventSourcedAggregate$IgnoreApplyMore",4,1,"<clinit>",1,"<clinit>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","EventStoreException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc","MySqlEventTableFactory",4,1,"idColumnType",1,"idColumnType",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc","JdbcSQLErrorCodesResolver",4,2,"causeIsEntityExistsException",4,"causeIsEntityExistsException",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa","SnapshotEventEntry",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa","DomainEventEntry",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateRolledBackException",4,3,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateEntityNotFoundException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","ConflictingModificationException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","ConcurrencyException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","Repository",4,3,"newInstance",2,"loadOrCreate",""
"axon-modelling-4.7.5","org.axonframework.modelling.command","AggregateStreamCreationException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","SagaStorageException",4,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","Saga",4,2,"prepareReset",2,"prepareReset",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingConfigurer$PooledStreamingProcessorConfiguration",4,1,"noOp",1,"noOp",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingConfigurer$DeadLetteringInvokerConfiguration",4,1,"noOp",1,"noOp",""
"axon-configuration-4.7.5","org.axonframework.config","EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter",4,2,"<init>",1,"lambda$new$0",""
"axon-configuration-4.7.5","org.axonframework.config","ConfigurationResourceInjector",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","CommandResultMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","CommandBusConnectorCommunicationException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","CommandDispatchException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","ServiceRegistryException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","DirectExecutor",4,2,"execute",1,"execute",""
"axon-messaging-4.7.5","org.axonframework.common","AxonTransientException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","ProcessRetriesExhaustedException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","AxonConfigurationException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.jdbc","DataSourceConnectionProvider",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.lock","LockAcquisitionFailedException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.lock","PessimisticLockFactory$PubliclyOwnedReentrantLock",4,1,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.stream","StreamUtils",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.deadline","DeadlineException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.deadline","DeadlineMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","ResetNotSupportedException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","DomainEventMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","TimestampParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","AbstractSequencedDomainEventEntry",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling","SequenceNumberParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayParameterResolverFactory",4,3,"createInstance",2,"createInstance",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.replay","ReplayParameterResolverFactory$ReplayParameterResolver",4,1,"resolveParameterValue",2,"resolveParameterValue",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling","SchedulingException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore","UnableToClaimTokenException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore","UnableToInitializeTokenException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jdbc","PostgresTokenTableFactory",4,2,"<init>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.lifecycle","ShutdownInProgressException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging","StreamableMessageSource",4,1,"createTailToken",2,"createHeadToken",""
"axon-messaging-4.7.5","org.axonframework.messaging","IllegalPayloadAccessException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging","NoScopeDescriptor",4,2,"<init>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.messaging","RemoteNonTransientHandlingException",4,3,"<init>",1,"getExceptionDescriptions",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","AggregateTypeParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver",4,1,"matches",1,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","SourceIdParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","UnsupportedHandlerException",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","MessageIdentifierParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver",4,1,"matches",1,"matches",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","DeadLetterQueueOverflowException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","Ignore",4,1,"shouldEnqueue",1,"shouldEnqueue",""
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","DoNotEnqueue",4,1,"shouldEnqueue",1,"shouldEnqueue",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryBus",4,1,"streamingQuery",2,"streamingQuery",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SubscriptionQueryUpdateMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","StreamingQueryMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","SubscriptionQueryMessage",4,1,"withMetaData",1,"withMetaData",""
"axon-messaging-4.7.5","org.axonframework.queryhandling","QueryResponseMessage",4,1,"andMetaData",1,"andMetaData",""
"axon-messaging-4.7.5","org.axonframework.serialization","SerializationException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization","FixedValueRevisionResolver",4,3,"<init>",1,"revisionOf",""
"axon-messaging-4.7.5","org.axonframework.serialization","CannotConvertBetweenTypesException",4,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event","EventUpcasterChain",4,2,"<init>",1,"<init>",""
"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling","CommandHandlingEntry$RepeatingCommandHandler",4,1,"handle",1,"handle",""
"axon-test-4.7.5","org.axonframework.test","FixtureExecutionException",4,2,"<init>",1,"<init>",""
"axon-test-4.7.5","org.axonframework.test.aggregate","TestExecutor",4,1,"whenTimeElapses",1,"whenTimeElapses",""
"axon-test-4.7.5","org.axonframework.test.matchers","NullOrVoidMatcher",4,2,"describeTo",3,"matches",""
"axon-test-4.7.5","org.axonframework.test.matchers","MatcherExecutionException",4,2,"<init>",1,"<init>",""
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","MultiStreamableMessageSource",3,2,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","AggregateModel",3,1,"declaredType",1,"declaredType",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga","MetaDataAssociationResolver",3,1,"<init>",1,"<init>",""
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc","HsqlSagaSqlSchema",3,2,"sql_createTableAssocValueEntry",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling","CommandCallback",3,3,"wrap",2,"wrap",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.callbacks","NoOpCallback",3,1,"<clinit>",1,"<clinit>",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","CommandMessageFilter",3,1,"and",1,"and",""
"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway","CommandGateway",3,1,"send",1,"send",""
"axon-messaging-4.7.5","org.axonframework.common","ListUtils",3,2,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common","TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",3,3,"<init>",1,"<init>",""
"axon-messaging-4.7.5","org.axonframework.common.jdbc","ConnectionWrapperFactory$NoOpCloseHandler",3,1,"close",1,"close",""
